"cpg_grouping","tile_methode","model_id","dataset","model","organ","rsq_threshold","filter","epse","mae","r_squared_value"
"Point","Point",103,"Train","Lasso","Intestines","r2_0.1","nofilter",1,0.162268031721184,0.999770296840427
"Point","Point",103,"Validation","Lasso","Intestines","r2_0.1","nofilter",1,4.92974199240555,0.554213246944277
"Point","Point",104,"Train","Lasso","Intestines","r2_0.2","min10",1,0.27469850838509,0.996688066458873
"Point","Point",104,"Validation","Lasso","Intestines","r2_0.2","min10",1,7.38154312088799,0.726139354479502
"Point","Point",105,"Train","Lasso","Intestines","r2_0.2","min20",1,2.53881573471754,0.840933309451623
"Point","Point",105,"Validation","Lasso","Intestines","r2_0.2","min20",1,7.04560024702389,0.592525846539974
"Point","Point",106,"Train","Lasso","Intestines","r2_0.2","min5",1,3.61567973149075,0.842337197917973
"Point","Point",106,"Validation","Lasso","Intestines","r2_0.2","min5",1,4.18452343359332,0.497425833738867
"Point","Point",107,"Train","Lasso","Intestines","r2_0.2","nofilter",1,1.11125503381181,0.979999682633498
"Point","Point",107,"Validation","Lasso","Intestines","r2_0.2","nofilter",1,7.73327706756309,0.473565276568937
"Point","Point",108,"Train","Lasso","Intestines","r2_0.3","min10",1,0.614268463441353,0.992313123676585
"Point","Point",108,"Validation","Lasso","Intestines","r2_0.3","min10",1,8.74244809722284,0.631216931012108
"Point","Point",109,"Train","Lasso","Intestines","r2_0.3","min20",1,3.76718667762453,0.643993292310161
"Point","Point",109,"Validation","Lasso","Intestines","r2_0.3","min20",1,4.60121884875891,0.519470198319413
"Point","Point",110,"Train","Lasso","Intestines","r2_0.3","min5",1,2.58452201793511,0.889855546185118
"Point","Point",110,"Validation","Lasso","Intestines","r2_0.3","min5",1,3.41865084991439,0.668363798368845
"Point","Point",111,"Train","Lasso","Intestines","r2_0.3","nofilter",1,0.922404509714992,0.988396871674879
"Point","Point",111,"Validation","Lasso","Intestines","r2_0.3","nofilter",1,3.10500499082647,0.728594895768542
"Tile","cpg_island_tile_clock",1,"Train","Elastic_net","All_organs","r2_0.05","min10",1000,2.17017109679386,0.845408215629
"Tile","cpg_island_tile_clock",1,"Validation","Elastic_net","All_organs","r2_0.05","min10",1000,4.26948795526853,0.377485610013845
"Tile","cpg_island_tile_clock",2,"Train","Elastic_net","All_organs","r2_0.05","min20",1000,3.60585974222769,0.596289608756818
"Tile","cpg_island_tile_clock",2,"Validation","Elastic_net","All_organs","r2_0.05","min20",1000,4.7789458455511,0.494498661122173
"Tile","cpg_island_tile_clock",3,"Train","Elastic_net","All_organs","r2_0.05","min5",1000,0.500934372500058,0.991794347675988
"Tile","cpg_island_tile_clock",3,"Validation","Elastic_net","All_organs","r2_0.05","min5",1000,8.41669278741051,0.251410744063741
"Tile","cpg_island_tile_clock",4,"Train","Elastic_net","All_organs","r2_0.05","nofilter",1000,0.500934372500058,0.991794347675988
"Tile","cpg_island_tile_clock",4,"Validation","Elastic_net","All_organs","r2_0.05","nofilter",1000,7.82003964318023,0.324570582521496
"Tile","cpg_island_tile_clock",5,"Train","Elastic_net","All_organs","r2_0.05","min10",100,0.483318884341074,0.99284300778797
"Tile","cpg_island_tile_clock",5,"Validation","Elastic_net","All_organs","r2_0.05","min10",100,4.38333095155586,0.247925006031913
"Tile","cpg_island_tile_clock",6,"Train","Elastic_net","All_organs","r2_0.05","min20",100,1.1092044500301,0.923967818354944
"Tile","cpg_island_tile_clock",6,"Validation","Elastic_net","All_organs","r2_0.05","min20",100,4.71275022280098,0.326419295551094
"Tile","cpg_island_tile_clock",7,"Train","Elastic_net","All_organs","r2_0.05","min5",100,1.373713572056,0.937407783648547
"Tile","cpg_island_tile_clock",7,"Validation","Elastic_net","All_organs","r2_0.05","min5",100,7.96735651679193,0.410366991962479
"Tile","cpg_island_tile_clock",8,"Train","Elastic_net","All_organs","r2_0.05","nofilter",100,1.373713572056,0.937407783648547
"Tile","cpg_island_tile_clock",8,"Validation","Elastic_net","All_organs","r2_0.05","nofilter",100,7.96735651679193,0.410366991962479
"Tile","cpg_island_tile_clock",9,"Train","Elastic_net","All_organs","r2_0.05","min10",2000,2.43002438835117,0.822165550890427
"Tile","cpg_island_tile_clock",9,"Validation","Elastic_net","All_organs","r2_0.05","min10",2000,4.61463418810328,0.306785058480144
"Tile","cpg_island_tile_clock",10,"Train","Elastic_net","All_organs","r2_0.05","min20",2000,2.94146369575075,0.722031161170298
"Tile","cpg_island_tile_clock",10,"Validation","Elastic_net","All_organs","r2_0.05","min20",2000,5.10984031883563,0.347735846950201
"Tile","cpg_island_tile_clock",11,"Train","Elastic_net","All_organs","r2_0.05","min5",2000,0.199307786718602,0.998727067593633
"Tile","cpg_island_tile_clock",11,"Validation","Elastic_net","All_organs","r2_0.05","min5",2000,8.72404772364479,0.225421082808947
"Tile","cpg_island_tile_clock",12,"Train","Elastic_net","All_organs","r2_0.05","nofilter",2000,0.199307786718602,0.998727067593633
